type,line
ESFP,"Yes, Harry, I believe that is true. I cannot help telling you things. You have a curious influence over me. If I ever did a crime, I would come and confide it to you. You would understand me."
ESFP,"Of course I know her. On the first night I was at the theatre, the horrid old Jew came round to the box after the performance was over, and offered to bring me behind the scenes and introduce me to her. I was furious with him, and told him that Juliet had been dead for hundreds of years, and that her body was lying in a marble tomb in Verona. I think, from his blank look of amazement, that he thought I had taken too much champagne, or something."
ESFP,"I was not surprised either. Then he asked me if I wrote for any of the newspapers. I told him I never even read them. He seemed terribly disappointed at that, and confided to me that all the dramatic critics were in a conspiracy against him, and that they were all to be bought."
ESFP,"Well, he seemed to think they were beyond his means. By this time the lights were being put out in the theatre, and I had to go. He wanted me to try some cigars which he strongly recommended. I declined. The next night, of course, I arrived at the theatre again."
ESFP,"When he saw me he made me a low bow, and assured me that I was a patron of art. He was a most offensive brute, though he had an extraordinary passion for Shakespeare. He told me once, with an air of pride, that his three bankruptcies were entirely due to the poet, whom he insisted on calling 'The Bard.' He seemed to think it a distinction."
ESFP,"The third night. She had been playing Rosalind. I could not help going round. I had thrown her some flowers, and she had looked at me; at least I fancied that she had. The old Jew was persistent. He seemed determined to bring me behind, so I consented. It was curious my not wanting to know her, wasn't it?"
ESFP,"Sibyl? Oh, she was so shy, and so gentle. There is something of a child about her. Her eyes opened wide in exquisite wonder when I told her what I thought of her performance, and she seemed quite unconscious of her power. I think we were both rather nervous."
ESFP," The old Jew stood grinning at the door-way of the dusty greenroom, making elaborate speeches about us both, while we stood looking at each other like children. He would insist on calling me 'My Lord,' so I had to assure Sibyl that I was not anything of the kind. She said quite simply to me, 'You look more like a prince."
ESFP,"You don't understand her, Harry. She regarded me merely as a person in a play. She knows nothing of life. She lives with her mother, a faded tired woman who played Lady Capulet in a sort of magenta dressing-wrapper on the first night, and who looks as if she had seen better days."
ESFP,"Sibyl is the only thing I care about. What is it to me where she came from? From her little head to her little feet, she is absolutely and entirely divine. I go to see her act every night of my life, and every night she is more marvellous."
ESFP,"My dear Harry, we either lunch or sup together every day, and I have been to the Opera with you several times."
ESFP,"Well, I can't help going to see Sibyl play, even if it is only for an act. I get hungry for her presence; and when I think of the wonderful soul that is hidden away in that little ivory body, I am filled with awe."
ESFP,"How horrid you are! She is all the great heroines of the world in one. She is more than an individual. You laugh, but I tell you she has genius. I love her, and I must make her love me."
ESFP,"You, who know all the secrets of life, tell me how to charm Sibyl Vane to love me! I want to make Romeo jealous. I want the dead lovers of the world to hear our laughter, and grow sad. I want a breath of our passion to stir their dust into consciousness, to wake their ashes into pain. My God, Harry, how I worship her!"
ESFP,"I want you and Basil to come with me some night and see her act. I have not the slightest fear of the result. You won't be able to refuse to recognize her genius. Then we must get her out of the Jew's hands. She is bound to him for three years--at least for two years and eight months--from the present time. I will have to pay him something, of course. When all that is settled, I will take a West-End theatre and bring her out properly. She will make the world as mad as she has made me."
ESFP,"Yes, she will. She has not merely art, consummate art-instinct, in her, but she has personality also; and you have often told me that it is personalities, not principles, that move the age."
ESFP,"Not eight, Harry, please. Half-past six. We must be there before the curtain rises. You must see her in the first act, where she meets Romeo."
ESFP,"Dear Basil! I have not laid eyes on him for a week. It is rather horrid of me, as he has sent me my portrait in the most wonderful frame, designed by himself, and, though I am a little jealous of it for being a whole month younger than I am, I must admit that I delight in it. Perhaps you had better write to him. I don't want to see him alone. He says things that annoy me."
ESFP,"You don't mean to say that Basil has got any passion or any romance in him? Never. I must ask him about it. I am rather surprised to hear it. He is the best of fellows, but he seems to me to be just a bit of a Philistine. Since I have known you, Harry, I have discovered that."
ESFP,"I wonder is that really so, Harry? It must be, if you say so. And now I must be off. Imogen is waiting for me. Don't forget about to-morrow. Good-by."
ESFP,"My dear Harry, my dear Basil, you must both congratulate me! I have never been so happy. Of course it is sudden: all really delightful things are. And yet it seems to me to be the one thing I have been looking for all my life."
ESFP,"There is really not much to tell. What happened was simply this. After I left you yesterday evening, Harry, I had some dinner at that curious little Italian restaurant in Rupert Street, you introduced me to, and went down afterwards to the theatre."
ESFP,"Sibyl was playing Rosalind. Of course the scenery was dreadful, and the Orlando absurd. But Sibyl! You should have seen her! When she came on in her boy's dress she was perfectly wonderful. She wore a moss-colored velvet jerkin with cinnamon sleeves, slim brown cross-gartered hose, a dainty little green cap with a hawk's feather caught in a jewel, and a hooded cloak lined with dull red."
ESFP,"She had never seemed to me more exquisite. She had all the delicate grace of that Tanagra figurine that you have in your studio, Basil. Her hair clustered round her face like dark leaves round a pale rose. As for her acting--well, you will see her to-night. She is simply a born artist. I sat in the dingy box absolutely enthralled."
ESFP,"I forgot that I was in London and in the nineteenth century. I was away with my love in a forest that no man had ever seen. After the performance was over I went behind, and spoke to her. As we were sitting together, suddenly there came a look into her eyes that I had never seen there before."
ESFP,"My lips moved towards hers. We kissed each other. I can't describe to you what I felt at that moment. It seemed to me that all my life had been narrowed to one perfect point of rose-colored joy. She trembled all over, and shook like a white narcissus. Then she flung herself on her knees and kissed my hands."
ESFP,"I feel that I should not tell you all this, but I can't help it. Of course our engagement is a dead secret. She has not even told her own mother. I don't know what my guardians will say. Lord Radley is sure to be furious."
ESFP," I don't care. I shall be of age in less than a year, and then I can do what I like. I have been right, Basil, haven't I, to take my love out of poetry, and to find my wife in Shakespeare's plays? Lips that Shakespeare taught to speak have whispered their secret in my ear. I have had the arms of Rosalind around me, and kissed Juliet on the mouth."
ESFP,"My dear Harry, I did not treat it as a business transaction, and I did not make any formal proposal. I told her that I loved her, and she said she was not worthy to be my wife. Not worthy! Why, the whole world is nothing to me compared to her."
ESFP,"You are quite incorrigible, Harry; but I don't mind. It is impossible to be angry with you. When you see Sibyl Vane you will feel that the man who could wrong her would be a beast without a heart. I cannot understand how any one can wish to shame what he loves. I love Sibyl Vane."
ESFP," I wish to place her on a pedestal of gold, and to see the world worship the woman who is mine. What is marriage? An irrevocable vow. And it is an irrevocable vow that I want to take. Her trust makes me faithful, her belief makes me good."
ESFP,"When I am with her, I regret all that you have taught me. I become different from what you have known me to be. I am changed, and the mere touch of Sibyl Vane's hand makes me forget you and all your wrong, fascinating, poisonous, delightful theories."
ESFP,"What nonsense you talk, Harry! Let us go down to the theatre. When you see Sibyl you will have a new ideal of life. She will represent something to you that you have never known."
ESFP,"It was here I found her, and she is divine beyond all living things. When she acts you will forget everything. These common people here, with their coarse faces and brutal gestures, become quite different when she is on the stage. They sit silently and watch her. They weep and laugh as she wills them to do. She makes them as responsive as a violin. She spiritualizes them, and one feels that they are of the same flesh and blood as one's self."
ESFP,"I knew that you would understand me. Harry is so cynical, he terrifies me. But here is the orchestra. It is quite dreadful, but it only lasts for about five minutes. Then the curtain rises, and you will see the girl to whom I am going to give all my life, to whom I have given everything that is good in me."
ESFP,"But she seems to me to be simply callous and cold. She has entirely altered. Last night she was a great artist. To-night she is merely a commonplace, mediocre actress."
ESFP,"you have killed my love. You used to stir my imagination. Now you don't even stir my curiosity. You simply produce no effect. I loved you because you were wonderful, because you had genius and intellect, because you realized the dreams of great poets and gave shape and substance to the shadows of art."
ESFP,"You have thrown it all away. You are shallow and stupid. My God! how mad I was to love you! What a fool I have been! You are nothing to me now. I will never see you again. I will never think of you. I will never mention your name. You don't know what you were to me, once."
ESFP,"Why, once . . . . Oh, I can't bear to think of it! I wish I had never laid eyes upon you! You have spoiled the romance of my life. How little you can know of love, if you say it mars your art! What are you without your art?"
ESFP,"Nothing. I would have made you famous, splendid, magnificent. The world would have worshipped you, and you would have belonged to me. What are you now? A third-rate actress with a pretty face."
ESFP,"I was brutal, Harry,--perfectly brutal. But it is all right now. I am not sorry for anything that has happened. It has taught me to know myself better."
ESFP,"I have got through all that, I am perfectly happy now. I know what conscience is, to begin with. It is not what you told me it was. It is the divinest thing in us. Don't sneer at it, Harry, any more,--at least not before me. I want to be good. I can't bear the idea of my soul being hideous."
ESFP,"Yes, Harry, I know what you are going to say. Something dreadful about marriage. Don't say it. Don't ever say things of that kind to me again. Two days ago I asked Sibyl to marry me. I am not going to break my word to her. She is to be my wife."
ESFP,"Your letter? Oh, yes, I remember. I have not read it yet, Harry. I was afraid there might be something in it that I wouldn't like."
ESFP,"Harry, did you say an inquest? What did you mean by that? Did Sibyl--? Oh, Harry, I can't bear it! But be quick. Tell me everything at once."
ESFP,"So I have murdered Sibyl Vane, murdered her as certainly as if I had cut her little throat with a knife. And the roses are not less lovely for all that. The birds sing just as happily in my garden."
ESFP,"And to-night I am to dine with you, and then go on to the Opera, and sup somewhere, I suppose, afterwards. How extraordinarily dramatic life is! If I had read all this in a book, Harry, I think I would have wept over it."
ESFP,"Somehow, now that it has happened actually, and to me, it seems far too wonderful for tears. Here is the first passionate love-letter I have ever written in my life. Strange, that my first passionate love-letter should have been addressed to a dead girl."
ESFP,"Can they feel, I wonder, those white silent people we call the dead? Sibyl! Can she feel, or know, or listen? Oh, Harry, how I loved her once! It seems years ago to me now. She was everything to me. Then came that dreadful night--was it really only last night?--when she played so badly, and my heart almost broke."
ESFP,"She explained it all to me. It was terribly pathetic. But I was not moved a bit. I thought her shallow. Then something happened that made me afraid. I can't tell you what it was, but it was awful."
ESFP,"I said I would go back to her. I felt I had done wrong. And now she is dead. My God! my God! Harry, what shall I do? You don't know the danger I am in, and there is nothing to keep me straight. She would have done that for me. She had no right to kill herself. It was selfish of her."
ESFP,"Harry, why is it that I cannot feel this tragedy as much as I want to? I don't think I am heartless. Do you? I don't like that explanation, Harry, but I am glad you don't think I am heartless. I am nothing of the kind."
ESFP," I know I am not. And yet I must admit that this thing that has happened does not affect me as it should. It seems to me to be simply like a wonderful ending to a wonderful play. It has all the terrible beauty of a great tragedy, a tragedy in which I took part, but by which I have not been wounded."
ESFP,"I think I shall join you at the Opera, Harry. I feel too tired to eat anything. What is the number of your sister's box?"
ESFP,But I am awfully obliged to you for all that you have said to me. You are certainly my best friend. No one has ever understood me as you have.
ESFP,"My dear Basil, how do I know? I was at the Opera. You should have come on there. I met Lady Gwendolen, Harry's sister, for the first time. We were in her box. She is perfectly charming; and Patti sang divinely. Don't talk about horrid subjects. If one doesn't talk about a thing, it has never happened. It is simply expression, as Harry says, that gives reality to things. Tell me about yourself and what you are painting."
ESFP,"You must not tell me about things. What is done is done. What is past is past. What has the actual lapse of time got to do with it? It is only shallow people who require years to get rid of an emotion. A man who is master of himself can end a sorrow as easily as he can invent a pleasure. I don't want to be at the mercy of my emotions. I want to use them, to enjoy them, and to dominate them."
ESFP,"My dear Basil! Surely you don't think it was a vulgar accident? Of course she killed herself It is one of the great romantic tragedies of the age. As a rule, people who act lead the most commonplace lives. They are good husbands, or faithful wives, or something tedious. You know what I mean,-- middle-class virtue, and all that kind of thing."
ESFP,"How different Sibyl was! She lived her finest tragedy. She was always a heroine. The last night she played--the night you saw her--she acted badly because she had known the reality of love. When she knew its unreality, she died, as Juliet might have died."
ESFP,"She passed again into the sphere of art. There is something of the martyr about her. Her death has all the pathetic uselessness of martyrdom, all its wasted beauty. But, as I was saying, you must not think I have not suffered."
ESFP,"If you had come in yesterday at a particular moment,--about half-past five, perhaps, or a quarter to six,--you would have found me in tears. Even Harry, who was here, who brought me the news, in fact, had no idea what I was going through. I suffered immensely, then it passed away. I cannot repeat an emotion."
ESFP,"No one can, except sentimentalists. And you are awfully unjust, Basil. You come down here to console me. That is charming of you. You find me consoled, and you are furious. How like a sympathetic person! You remind me of a story Harry told me about a certain philanthropist who spent twenty years of his life in trying to get some grievance redressed, or some unjust law altered,--I forget exactly what it was."
ESFP," Finally he succeeded, and nothing could exceed his disappointment. He had absolutely nothing to do, almost died of ennui, and became a confirmed misanthrope. And besides, my dear old Basil, if you really want to console me, teach me rather to forget what has happened, or to see it from a proper artistic point of view."
ESFP, Was it not Gautier who used to write about la consolation des arts? I remember picking up a little vellum-covered book in your studio one day and chancing on that delightful phrase.
ESFP,"Well, I am not like that young man you told me of when we were down at Marlowe together, the young man who used to say that yellow satin could console one for all the miseries of life. I love beautiful things that one can touch and handle."
ESFP,"Old brocades, green bronzes, lacquer-work, carved ivories, exquisite surroundings, luxury, pomp,--there is much to be got from all these. But the artistic temperament that they create, or at any rate reveal, is still more to me. To become the spectator of one's own life, as Harry says, is to escape the suffering of life."
ESFP," I know you are surprised at my talking to you like this. You have not realized how I have developed. I was a school-boy when you knew me. I am a man now. I have new passions, new thoughts, new ideas. I am different, but you must not like me less. I am changed, but you must always be my friend."
ESFP,"Of course I am very fond of Harry. But I know that you are better than he is. You are not stronger,--you are too much afraid of life,--but you are better. And how happy we used to be together! Don't leave me, Basil, and don't quarrel with me. I am what I am. There is nothing more to be said."
ESFP,"Only my Christian name, and that I am quite sure she never mentioned to any one. She told me once that they were all rather curious to learn who I was, and that she invariably told them my name was Prince Charming. It was pretty of her. You must do me a drawing of her, Basil. I should like to have something more of her than the memory of a few kisses and some broken pathetic words."
ESFP,"Basil, we have each of us a secret. Let me know yours, and I will tell you mine. What was your reason for refusing to exhibit my picture?"
ESFP,"My dear Basil, what have you told me? Simply that you felt that you liked me too much. That is not even a compliment. No: there was nothing else to see. Why do you ask? But you mustn't talk about not meeting me again, or anything of that kind. You and I are friends, Basil, and we must always remain so."
ESFP,"Oh, Harry! Harry spends his days in saying what is incredible, and his evenings in doing what is improbable. Just the sort of life I would like to lead. But still I don't think I would go to Harry if I was in trouble. I would sooner go to you, Basil."
