type,line
ENTP,"I am not laughing, Dorian; at least I am not laughing at you. But you should not say the greatest romance of your life. You should say the first romance of your life. You will always be loved, and you will always be in love with love. There are exquisite things in store for you. This is merely the beginning."
ENTP,"My dear boy, people who only love once in their lives are really shallow people. What they call their loyalty, and their fidelity, I call either the lethargy of custom or the lack of imagination. Faithlessness is to the emotional life what consistency is to the intellectual life,--simply a confession of failure. But I don't want to interrupt you. Go on with your story."
ENTP,"Don't run down dyed hair and painted faces. There is an extraordinary charm in them, sometimes. You could not have helped telling me, Dorian. All through your life you will tell me everything you do."
ENTP,"People like you--the wilful sunbeams of life--don't commit crimes, Dorian. But I am much obliged for the compliment, all the same. And now tell me,--reach me the matches, like a good boy: thanks,--tell me, what are your relations with Sibyl Vane?"
ENTP,"It is only the sacred things that are worth touching, Dorian, But why should you be annoyed? I suppose she will be yours some day. When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls romance. You know her, at any rate, I suppose?"
ENTP,"I believe he was quite right there. But, on the other hand, most of them are not at all expensive."
ENTP,"Upon my word, Dorian, Miss Sibyl knows how to pay compliments. I know that look. It always depresses me."
ENTP,You were quite right. There is always something infinitely mean about other people's tragedies.
ENTP,"That is the reason, I suppose, that you will never dine with me now. I thought you must have some curious romance on hand. You have; but it is not quite what I expected."
ENTP,"Half-past six! What an hour! It will be like having a meat-tea. However, just as you wish. Shall you see Basil between this and then? Or shall I write to him?"
ENTP,"He gives you good advice, I suppose. People are very fond of giving away what they need most themselves. I don't know whether he has any passion, but he certainly has romance. Has he never let you know that?"
ENTP,"Basil, my dear boy, puts everything that is charming in him into his work. The consequence is that he has nothing left for life but his prejudices, his principles, and his common sense. The only artists I have ever known who are personally delightful are bad artists."
ENTP,"Good artists give everything to their art, and consequently are perfectly uninteresting in themselves. A great poet, a really great poet, is the most unpoetical of all creatures. But inferior poets are absolutely fascinating. The worse their rhymes are, the more picturesque they look."
ENTP,The mere fact of having published a book of second-rate sonnets makes a man quite irresistible. He lives the poetry that he cannot write. The others write the poetry that they dare not realize.
ENTP,"I suppose you have heard the news, Basil? Dorian Gray is engaged to be married. To some little actress or other. Dorian is far too wise not to do foolish things now and then, my dear Basil."
ENTP,"Except in America. But I didn't say he was married. I said he was engaged to be married. There is a great difference. I have a distinct remembrance of being married, but I have no recollection at all of being engaged. I am inclined to think that I never was engaged."
ENTP,"If you want him to marry this girl, tell him that, Basil. He is sure to do it then. Whenever a man does a thoroughly stupid thing, it is always from the noblest motives."
ENTP,"Oh, she is more than good--she is beautiful, Dorian says she is beautiful; and he is not often wrong about things of that kind. Your portrait of him has quickened his appreciation of the personal appearance of other people. It has had that excellent effect, among others. We are to see her to-night, if that boy doesn't forget his appointment."
ENTP,"I never approve, or disapprove, of anything now. It is an absurd attitude to take towards life. We are not sent into the world to air our moral prejudices. I never take any notice of what common people say, and I never interfere with what charming people do. If a personality fascinates me, whatever the personality chooses to do is absolutely delightful to me."
ENTP,"Dorian Gray falls in love with a beautiful girl who acts Shakespeare, and proposes to marry her. Why not? If he wedded Messalina he would be none the less interesting. You know I am not a champion of marriage. The real drawback to marriage is that it makes one unselfish. And unselfish people are colorless. They lack individuality."
ENTP,"Still, there are certain temperaments that marriage makes more complex. They retain their egotism, and add to it many other egos. They are forced to have more than one life. They become more highly organized."
ENTP,"Besides, every experience is of value, and, whatever one may say against marriage, it is certainly an experience. I hope that Dorian Gray will make this girl his wife, passionately adore her for six months, and then suddenly become fascinated by some one else. He would be a wonderful study."
ENTP,"The reason we all like to think so well of others is that we are all afraid for ourselves. The basis of optimism is sheer terror. We think that we are generous because we credit our neighbor with those virtues that are likely to benefit ourselves. We praise the banker that we may overdraw our account, and find good qualities in the highwayman in the hope that he may spare our pockets."
ENTP,"I mean everything that I have said. I have the greatest contempt for optimism. And as for a spoiled life, no life is spoiled but one whose growth is arrested. If you want to mar a nature, you have merely to reform it. But here is Dorian himself. He will tell you more than I can"
ENTP,"And I don't forgive you for being late for dinner, Come, let us sit down and try what the new chef here is like, and then you will tell us how it all came about."
ENTP,"At what particular point did you mention the word marriage, Dorian? and what did she say in answer? Perhaps you forgot all about it."
ENTP,"Women are wonderfully practical, much more practical than we are. In situations of that kind we often forget to say anything about marriage, and they always remind us."
ENTP,"Dorian is never annoyed with me, I asked the question for the best reason possible, for the only reason, indeed, that excuses one for asking any question,--simple curiosity. I have a theory that it is always the women who propose to us, and not we who propose to the women, except, of course, in middle-class life. But then the middle classes are not modern."
ENTP,"You will always like me, Dorian. Will you have some coffee, you fellows?-- Waiter, bring coffee, and fine-champagne, and some cigarettes. No: don't mind the cigarettes; I have some.--Basil, I can't allow you to smoke cigars. You must have a cigarette. A cigarette is the perfect type of a perfect pleasure. It is exquisite, and it leaves one unsatisfied. What more can you want?-- Yes, Dorian, you will always be fond of me. I represent to you all the sins you have never had the courage to commit."
ENTP,"I have known everything, but I am always ready for a new emotion. I am afraid that there is no such thing, for me at any rate. Still, your wonderful girl may thrill me. I love acting. It is so much more real than life. Let us go. Dorian, you will come with me.--I am so sorry, Basil, but there is only room for two in the brougham. You must follow us in a hansom."
ENTP,"They are both simply forms of imitation. But do let us go. Dorian, you must not stay here any longer. It is not good for one's morals to see bad acting. Besides, I don't suppose you will want your wife to act. So what does it matter if she plays Juliet like a wooden doll?"
ENTP,"She is very lovely, and if she knows as little about life as she does about acting, she will be a delightful experience. There are only two kinds of people who are really fascinating,--people who know absolutely everything, and people who know absolutely nothing."
ENTP,"Good heavens, my dear boy, don't look so tragic! The secret of remaining young is never to have an emotion that is unbecoming. Come to the club with Basil and myself. We will smoke cigarettes and drink to the beauty of Sibyl Vane. She is beautiful. What more can you want?"
ENTP,"It is dreadful, from one point of view, but it was not your fault. Tell me, did you go behind and see her after the play was over?"
ENTP,"Ah, Dorian, I am so glad you take it in that way! I was afraid I would find you plunged in remorse, and tearing your nice hair. A very charming artistic basis for ethics, Dorian! I congratulate you on it. But how are you going to begin?"
ENTP,"It is quite true, Dorian, It is in all the morning papers. I wrote down to you to ask you not to see any one till I came. There will have to be an inquest, of course, and you must not be mixed up in it. Things like that make a man fashionable in Paris. But in London people are so prejudiced. Here, one should never make one's d?but with a scandal."
ENTP,"One should reserve that to give an interest to one's old age. I don't suppose they know your name at the theatre. If they don't, it is all right. Did any one see you going round to her room? That is an important point."
ENTP,"I have no doubt it was not an accident, Dorian, though it must be put in that way to the public. As she was leaving the theatre with her mother, about half-past twelve or so, she said she had forgotten something up-stairs. They waited some time for her, but she did not come down again."
ENTP,"They ultimately found her lying dead on the floor of her dressing-room. She had swallowed something by mistake, some dreadful thing they use at theatres. I don't know what it was, but it had either prussic acid or white lead in it. I should fancy it was prussic acid, as she seems to have died instantaneously."
ENTP," It is very tragic, of course, but you must not get yourself mixed up in it. I see by the Standard that she was seventeen. I should have thought she was almost younger than that."
ENTP,"She looked such a child, and seemed to know so little about acting. Dorian, you mustn't let this thing get on your nerves. You must come and dine with me, and afterwards we will look in at the Opera. It is a Patti night, and everybody will be there. You can come to my sister's box. She has got some smart women with her."
ENTP,"Good resolutions are simply a useless attempt to interfere with scientific laws. Their origin is pure vanity. Their result is absolutely nil. They give us, now and then, some of those luxurious sterile emotions that have a certain charm for us. That is all that can be said for them"
ENTP,"You have done too many foolish things in your life to be entitled to give yourself that name, Dorian,"
ENTP,"It is an interesting question, an extremely interesting question. I fancy that the explanation is this. It often happens that the real tragedies of life occur in such an inartistic manner that they hurt us by their crude violence, their absolute incoherence, their absurd want of meaning, their entire lack of style."
ENTP,"They affect us just as vulgarity affects us. They give us an impression of sheer brute force, and we revolt against that. Sometimes, however, a tragedy that has artistic elements of beauty crosses our lives. If these elements of beauty are real, the whole thing simply appeals to our sense of dramatic effect. Suddenly we find that we are no longer the actors, but the spectators of the play."
ENTP,"Or rather we are both. We watch ourselves, and the mere wonder of the spectacle enthralls us. In the present case, what is it that has really happened? Some one has killed herself for love of you. I wish I had ever had such an experience. It would have made me in love with love for the rest of my life."
ENTP,"The people who have adored me--there have not been very many, but there have been some--have always insisted on living on, long after I had ceased to care for them, or they to care for me. They have become stout and tedious, and when I meet them they go in at once for reminiscences."
ENTP,"That awful memory of woman! What a fearful thing it is! And what an utter intellectual stagnation it reveals! One should absorb the color of life, but one should never remember its details. Details are always vulgar."
ENTP,"Of course, now and then things linger. I once wore nothing but violets all through one season, as mourning for a romance that would not die. Ultimately, however, it did die. I forget what killed it. I think it was her proposing to sacrifice the whole world for me. That is always a dreadful moment. It fills one with the terror of eternity."
ENTP,"Well,--would you believe it?--a week ago, at Lady Hampshire's, I found myself seated at dinner next the lady in question, and she insisted on going over the whole thing again, and digging up the past, and raking up the future. I had buried my romance in a bed of poppies. She dragged it out again, and assured me that I had spoiled her life."
ENTP," I am bound to state that she ate an enormous dinner, so I did not feel any anxiety. But what a lack of taste she showed! The one charm of the past is that it is the past. But women never know when the curtain has fallen. They always want a sixth act, and as soon as the interest of the play is entirely over they propose to continue it."
ENTP,"If they were allowed to have their way, every comedy would have a tragic ending, and every tragedy would culminate in a farce. They are charmingly artificial, but they have no sense of art. You are more fortunate than I am. I assure you, Dorian, that not one of the women I have known would have done for me what Sibyl Vane did for you. Ordinary women always console themselves."
ENTP,"Some of them do it by going in for sentimental colors. Never trust a woman who wears mauve, whatever her age may be, or a woman over thirty-five who is fond of pink ribbons. It always means that they have a history."
ENTP,"Others find a great consolation in suddenly discovering the good qualities of their husbands. They flaunt their conjugal felicity in one's face, as if it was the most fascinating of sins."
ENTP,"Religion consoles some. Its mysteries have all the charm of a flirtation, a woman once told me; and I can quite understand it. Besides, nothing makes one so vain as being told that one is a sinner. There is really no end to the consolations that women find in modern life. Indeed, I have not mentioned the most important one of all."
ENTP,"Oh, the obvious one. Taking some one else's admirer when one loses one's own. In good society that always whitewashes a woman. But really, Dorian, how different Sibyl Vane must have been from all the women one meets! There is something to me quite beautiful about her death. I am glad I am living in a century when such wonders happen. They make one believe in the reality of the things that shallow, fashionable people play with, such as romance, passion, and love."
ENTP,"I believe that women appreciate cruelty more than anything else. They have wonderfully primitive instincts. We have emancipated them, but they remain slaves looking for their masters, all the same. They love being dominated. I am sure you were splendid. I have never seen you angry, but I can fancy how delightful you looked. And, after all, you said something to me the day before yesterday that seemed to me at the time to be merely fanciful, but that I see now was absolutely true, and it explains everything"
ENTP,"You said to me that Sibyl Vane represented to you all the heroines of romance--that she was Desdemona one night, and Ophelia the other; that if she died as Juliet, she came to life as Imogen"
ENTP,"No, she will never come to life. She has played her last part. But you must think of that lonely death in the tawdry dressing-room simply as a strange lurid fragment from some Jacobean tragedy, as a wonderful scene from Webster, or Ford, or Cyril Tourneur."
ENTP,"The girl never really lived, and so she has never really died. To you at least she was always a dream, a phantom that flitted through Shakespeare's plays and left them lovelier for its presence, a reed through which Shakespeare's music sounded richer and more full of joy."
ENTP," The moment she touched actual life, she marred it, and it marred her, and so she passed away. Mourn for Ophelia, if you like. Put ashes on your head because Cordelia was strangled. Cry out against Heaven because the daughter of Brabantio died. But don't waste your tears over Sibyl Vane. She was less real than they are."
ENTP,"Life has everything in store for you, Dorian. There is nothing that you, with your extraordinary good looks, will not be able to do."
ENTP,"then, my dear Dorian, you would have to fight for your victories. As it is, they are brought to you. No, you must keep your good looks. We live in an age that reads too much to be wise, and that thinks too much to be beautiful. We cannot spare you. And now you had better dress, and drive down to the club. We are rather late, as it is."
