type,line
INFP,"He is all my art to me now. I sometimes think, Harry, that there are only two eras of any importance in the history of the world. The first is the appearance of a new medium for art, and the second is the appearance of a new personality for art also. What the invention of oil-painting was to the Venetians, the face of Antino?s was to late Greek sculpture, and the face of Dorian Gray will some day be to me."
INFP,"It is not merely that I paint from him, draw from him, model from him. Of course I have done all that. He has stood as Paris in dainty armor, and as Adonis with huntsman's cloak and polished boar-spear. Crowned with heavy lotus-blossoms, he has sat on the prow of Adrian's barge, looking into the green, turbid Nile."
INFP," He has leaned over the still pool of some Greek woodland, and seen in the water's silent silver the wonder of his own beauty. But he is much more to me than that. I won't tell you that I am dissatisfied with what I have done of him, or that his beauty is such that art cannot express it."
INFP,"There is nothing that art cannot express, and I know that the work I have done since I met Dorian Gray is good work, is the best work of my life. But in some curious way--I wonder will you understand me?--his personality has suggested to me an entirely new manner in art, an entirely new mode of style."
INFP,"I see things differently, I think of them differently. I can now re-create life in a way that was hidden from me before. 'A dream of form in days of thought,'--who is it who says that? I forget; but it is what Dorian Gray has been to me. The merely visible presence of this lad,--for he seems to me little more than a lad, though he is really over twenty,--his merely visible presence,--ah! I wonder can you realize all that that means?"
INFP,"Unconsciously he defines for me the lines of a fresh school, a school that is to have in itself all the passion of the romantic spirit, all the perfection of the spirit that is Greek. The harmony of soul and body,--how much that is! We in our madness have separated the two, and have invented a realism that is bestial, an ideality that is void."
INFP,"Harry! Harry! if you only knew what Dorian Gray is to me! You remember that landscape of mine, for which Agnew offered me such a huge price, but which I would not part with? It is one of the best things I have ever done. And why is it so? Because, while I was painting it, Dorian Gray sat beside me."
INFP,"Because I have put into it all the extraordinary romance of which, of course, I have never dared to speak to him. He knows nothing about it. He will never know anything about it. But the world might guess it; and I will not bare my soul to their shallow, prying eyes. My heart shall never be put under their microscope. There is too much of myself in the thing, Harry,--too much of myself!"
INFP,"I hate them for it. An artist should create beautiful things, but should put nothing of his own life into them. We live in an age when men treat art as if it were meant to be a form of autobiography. We have lost the abstract sense of beauty. If I live, I will show the world what it is; and for that reason the world shall never see my portrait of Dorian Gray."
INFP,"Harry, don't talk like that. As long as I live, the personality of Dorian Gray will dominate me. You can't feel what I feel. You change too often."
INFP,"He has a simple and a beautiful nature. Your aunt was quite right in what she said of him. Don't spoil him for me. Don't try to influence him. Your influence would be bad. The world is wide, and has many marvellous people in it. Don't take away from me the one person that makes life absolutely lovely to me, and that gives to my art whatever wonder or charm it possesses. Mind, Harry, I trust you."
INFP,"This is Lord Henry Wotton, Dorian, an old Oxford friend of mine. I have just been telling him what a capital sitter you were, and now you have spoiled everything"
INFP,"Harry, I want to finish this picture to-day. Would you think it awfully rude of me if I asked you to go away?"
INFP,"If Dorian wishes it, of course you must stay. Dorian's whims are laws to everybody, except himself."
INFP,"Stay, Harry, to oblige Dorian, and to oblige me, It is quite true, I never talk when I am working, and never listen either, and it must be dreadfully tedious for my unfortunate sitters. I beg you to stay."
INFP,"I don't think there will be any difficulty about that. Sit down again, Harry.-- And now, Dorian, get up on the platform, and don't move about too much, or pay any attention to what Lord Henry says. He has a very bad influence over all his friends, with the exception of myself."
INFP,"My dear fellow, I am so sorry. When I am painting, I can't think of anything else. But you never sat better. You were perfectly still. And I have caught the effect I wanted,--the half-parted lips, and the bright look in the eyes. I don't know what Harry has been saying to you, but he has certainly made you have the most wonderful expression. I suppose he has been paying you compliments. You mustn't believe a word that he says."
INFP,"don't talk like that. I have never had such a friend as you, and I shall never have such another. You are not jealous of material things, are you?"
INFP,"I am glad you appreciate my work at last, Dorian, I never thought you would."
INFP,"Well, as soon as you are dry, you shall be varnished, and framed, and sent home. Then you can do what you like with yourself. You will have tea, of course, Dorian? And so will you, Harry? Tea is the only simple pleasure left to us."
INFP,"You know the picture is yours, Dorian. I gave it to you before it existed. I should have minded very much this morning, Lord Henry."
INFP,"It is such a bore putting on one's dress-clothes, And, when one has them on, they are so horrid."
INFP,"Don't go to the theatre to-night, Dorian. Stop and dine with me. He won't like you better for keeping your promises. He always breaks his own. I beg you not to go."
INFP,"Very well, It is rather late, and, as you have to dress, you had better lose no time. Good-by, Harry; good-by, Dorian. Come and see me soon. Come to-morrow."
INFP,"No, Harry, What is it? Nothing about politics, I hope? They don't interest me. There is hardly a single person in the House of Commons worth painting; though many of them would be the better for a little whitewashing."
INFP,"Marriage is hardly a thing that one can do now and then, Harry. But think of Dorian's birth, and position, and wealth. It would be absurd for him to marry so much beneath him."
INFP,"I hope the girl is good, Harry. I don't want to see Dorian tied to some vile creature, who might degrade his nature and ruin his intellect."
INFP,"But do you approve of it, Harry? You can't approve of it, really. It is some silly infatuation."
INFP,"You don't mean all that, Harry; you know you don't. If Dorian Gray's life were spoiled, no one would be sorrier than yourself. You are much better than you pretend to be."
INFP,"I hope you will always be very happy, Dorian, but I don't quite forgive you for not having let me know of your engagement. You let Harry know."
INFP,"Don't, Harry. You have annoyed Dorian. He is not like other men. He would never bring misery upon any one. His nature is too fine for that."
INFP,"Don't pay any attention to him, Dorian, I understand what you mean, and I believe in this girl. Any one you love must be marvellous, and any girl that has the effect you describe must be fine and noble. To spiritualize one's age,--that is something worth doing."
INFP,"If this girl can give a soul to those who have lived without one, if she can create the sense of beauty in people whose lives have been sordid and ugly, if she can strip them of their selfishness and lend them tears for sorrows that are not their own, she is worthy of all your adoration, worthy of the adoration of the world. This marriage is quite right. I did not think so at first, but I admit it now. God made Sibyl Vane for you. Without her you would have been incomplete."
INFP,"Don't talk like that about any one you love, Dorian. Love is a more wonderful thing than art."
INFP,"I am so glad I have found you, Dorian, I called last night, and they told me you were at the Opera. Of course I knew that was impossible. But I wish you had left word where you had really gone to. I passed a dreadful evening, half afraid that one tragedy might be followed by another."
INFP," I think you might have telegraphed for me when you heard of it first. I read of it quite by chance in a late edition of the Globe, that I picked up at the club. I came here at once, and was miserable at not finding you. I can't tell you how heart-broken I am about the whole thing."
INFP," I know what you must suffer. But where were you? Did you go down and see the girl's mother? For a moment I thought of following you there. They gave the address in the paper. Somewhere in the Euston Road, isn't it? But I was afraid of intruding upon a sorrow that I could not lighten. Poor woman! What a state she must be in! And her only child, too! What did she say about it all?"
INFP,"You went to the Opera? You went to the Opera while Sibyl Vane was lying dead in some sordid lodging? You can talk to me of other women being charming, and of Patti singing divinely, before the girl you loved has even the quiet of a grave to sleep in? Why, man, there are horrors in store for that little white body of hers!"
INFP,"Dorian, this is horrible! Something has changed you completely. You look exactly the same wonderful boy who used to come down to my studio, day after day, to sit for his picture. But you were simple, natural, and affectionate then. You were the most unspoiled creature in the whole world. Now, I don't know what has come over you. You talk as if you had no heart, no pity in you. It is all Harry's influence. I see that."
INFP,"I won't speak to you again about this horrible thing, after to-day. I only trust your name won't be mentioned in connection with it. The inquest is to take place this afternoon. Have they summoned you?"
INFP,"I will try and do something, Dorian, if it would please you. But you must come and sit to me yourself again. I can't get on without you."
INFP,"But what is the matter? Of course I won't look at it if you don't want me to. But, really, it seems rather absurd that I shouldn't see my own work, especially as I am going to exhibit it in Paris in the autumn. I shall probably have to give it another coat of varnish before that, so I must see it some day, and why not today?"
INFP,"Let us sit down, Dorian, Let us sit down. I will sit in the shadow, and you shall sit in the sunlight. Our lives are like that. Just answer me one question. Have you noticed in the picture something that you did not like?--something that probably at first did not strike you, but that revealed itself to you suddenly?"
INFP,"I see you did. Don't speak. Wait till you hear what I have to say. It is quite true that I have worshipped you with far more romance of feeling than a man usually gives to a friend. Somehow, I had never loved a woman."
INFP," I suppose I never had time. Perhaps, as  Harry says, a really 'grande passion' is the privilege of those who have nothing to do, and that is the use of the idle classes in a country. Well, from the moment I met you, your personality had the most extraordinary influence over me. I quite admit that I adored you madly, extravagantly, absurdly."
INFP,"I was jealous of every one to whom you spoke. I wanted to have you all to myself. I was only happy when I was with you. When I was away from you, you were still present in my art. It was all wrong and foolish. It is all wrong and foolish still."
INFP,Of course I never let you know anything about this. It would have been impossible. You would not have understood it; I did not understand it myself. One day I determined to paint a wonderful portrait of you. It was to have been my masterpiece. It is my masterpiece.
INFP," But, as I worked at it, every flake and film of color seemed to me to reveal my secret. I grew afraid that the world would know of my idolatry. I felt, Dorian, that I had told too much. Then it was that I resolved never to allow the picture to be exhibited."
INFP," You were a little annoyed; but then you did not realize all that it meant to me. Harry, to whom I talked about it, laughed at me. But I did not mind that. When the picture was finished, and I sat alone with it, I felt that I was right."
INFP,"Well, after a few days the portrait left my studio, and as soon as I had got rid of the intolerable fascination of its presence it seemed to me that I had been foolish in imagining that I had said anything in it, more than that you were extremely good-looking and that I could paint."
INFP,"Even now I cannot help feeling that it is a mistake to think that the passion one feels in creation is ever really shown in the work one creates. Art is more abstract than we fancy. Form and color tell us of form and color,--that is all. It often seems to me that art conceals the artist far more completely than it ever reveals him."
INFP," And so when I got this offer from Paris I determined to make your portrait the principal thing in my exhibition. It never occurred to me that you would refuse. I see now that you were right. The picture must not be shown. You must not be angry with me, Dorian, for what I have told you. As I said to Harry, once, you are made to be worshipped."
INFP,"Well, perhaps you are right. And now good-by, Dorian. You have been the one person in my life of whom I have been really fond. I don't suppose I shall often see you again. You don't know what it cost me to tell you all that I have told you."
